"Symptom Group","Symptom","Cancer Group","Cancer Site","N_Men","% (95% CI)_Men","N_Women","% (95% CI)_Women"
"Lower abdominal","Lower abdominal - Distension (Men=438, Women=764)","Gynaecological","Uterus","438","-","764","3.80 (2.66, 5.40)"
"Lower abdominal","Lower abdominal - Distension (Men=438, Women=764)","Gynaecological","Vulva/Vagina","438","-","764","0.00 (0.00, 0.50)"
"Lower abdominal","Lower abdominal - Distension (Men=438, Women=764)","Prostate and other male organs","Penile","438","0.00 (0.00, 0.87)","764","-"
"Lower abdominal","Lower abdominal - Distension (Men=438, Women=764)","Prostate and other male organs","Prostate","438","11.9 (9.17, 15.2)","764","-"
"Lower abdominal","Lower abdominal - Distension (Men=438, Women=764)","Prostate and other male organs","Testicular","438","0.91 (0.36, 2.32)","764","-"
"Lower abdominal","Lower abdominal - Distension (Men=438, Women=764)","Other malignant neoplasms","Other malignant neoplasms","438","0.23 (0.04, 1.28)","764","1.05 (0.53, 2.05)"
"Lower abdominal","Lower abdominal - Distension (Men=438, Women=764)","Unknown primary","Unknown primary","438","6.16 (4.27, 8.82)","764","6.15 (4.66, 8.08)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Head and neck","Larynx","540","0.00 (0.00, 0.71)","752","0.00 (0.00, 0.51)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Head and neck","Oral cavity","540","0.00 (0.00, 0.71)","752","0.00 (0.00, 0.51)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Head and neck","Oropharynx","540","0.00 (0.00, 0.71)","752","0.13 (0.02, 0.75)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Head and neck","Thyroid","540","0.00 (0.00, 0.71)","752","0.00 (0.00, 0.51)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Head and neck","Other head and neck","540","0.00 (0.00, 0.71)","752","0.27 (0.07, 0.96)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Upper GI","Oesophagus","540","1.48 (0.75, 2.90)","752","0.40 (0.14, 1.17)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Upper GI","Stomach","540","1.67 (0.88, 3.14)","752","1.46 (0.82, 2.60)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Lower GI","Anal","540","0.56 (0.19, 1.62)","752","0.93 (0.45, 1.91)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Lower GI","Colon","540","35.7 (31.8, 39.9)","752","30.2 (27.0, 33.6)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Lower GI","Rectum","540","8.33 (6.29, 11.0)","752","4.79 (3.48, 6.56)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Lower GI","Small intestine","540","1.48 (0.75, 2.90)","752","1.06 (0.54, 2.09)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","HPB","Liver","540","1.11 (0.51, 2.40)","752","0.80 (0.37, 1.73)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","HPB","Pancreas","540","4.26 (2.85, 6.31)","752","5.19 (3.82, 7.01)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","HPB","Other HPB","540","1.48 (0.75, 2.90)","752","1.06 (0.54, 2.09)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Respiratory","Lung","540","2.22 (1.28, 3.84)","752","3.19 (2.15, 4.70)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Respiratory","Mesothelioma","540","0.37 (0.10, 1.34)","752","0.13 (0.02, 0.75)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Urological","Bladder","540","4.44 (3.00, 6.53)","752","2.66 (1.73, 4.07)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Urological","Kidney","540","4.81 (3.31, 6.96)","752","3.86 (2.70, 5.48)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Urological","Ureteric and other urinary","540","0.93 (0.40, 2.15)","752","0.66 (0.28, 1.55)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Haematological","Acute leukaemia","540","0.37 (0.10, 1.34)","752","0.40 (0.14, 1.17)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Haematological","Chronic lymphocytic leukaemia","540","0.56 (0.19, 1.62)","752","0.00 (0.00, 0.51)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Haematological","Hodgkin lymphoma","540","0.19 (0.03, 1.04)","752","0.13 (0.02, 0.75)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Haematological","Multiple myeloma","540","0.56 (0.19, 1.62)","752","0.27 (0.07, 0.96)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Haematological","Non-Hodgkin lymphoma","540","3.15 (1.97, 4.98)","752","2.26 (1.42, 3.59)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Haematological","Other haematological","540","1.11 (0.51, 2.40)","752","0.27 (0.07, 0.96)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","CNS","CNS","540","0.00 (0.00, 0.71)","752","0.00 (0.00, 0.51)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Sarcoma","Bone sarcoma","540","0.00 (0.00, 0.71)","752","0.00 (0.00, 0.51)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Sarcoma","Connective and soft tissue sarcoma","540","0.37 (0.10, 1.34)","752","1.46 (0.82, 2.60)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Skin","Melanoma","540","0.00 (0.00, 0.71)","752","0.00 (0.00, 0.51)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Ocular","Ocular","540","0.00 (0.00, 0.71)","752","0.00 (0.00, 0.51)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Breast","Breast","540","0.00 (0.00, 0.71)","752","0.66 (0.28, 1.55)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Gynaecological","Cervix","540","-","752","2.53 (1.62, 3.91)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Gynaecological","Ovary","540","-","752","24.3 (21.4, 27.5)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Gynaecological","Uterus","540","-","752","7.45 (5.78, 9.55)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Gynaecological","Vulva/Vagina","540","-","752","0.00 (0.00, 0.51)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Prostate and other male organs","Penile","540","0.00 (0.00, 0.71)","752","-"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Prostate and other male organs","Prostate","540","20.9 (17.7, 24.6)","752","-"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Prostate and other male organs","Testicular","540","0.74 (0.29, 1.89)","752","-"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Other malignant neoplasms","Other malignant neoplasms","540","0.37 (0.10, 1.34)","752","0.40 (0.14, 1.17)"
"Lower abdominal","Lower abdominal - Lower abdominal pain (Men=540, Women=752)","Unknown primary","Unknown primary","540","2.78 (1.69, 4.53)","752","3.06 (2.05, 4.55)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Head and neck","Larynx","170","0.00 (0.00, 2.21)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Head and neck","Oral cavity","170","0.00 (0.00, 2.21)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Head and neck","Oropharynx","170","0.00 (0.00, 2.21)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Head and neck","Thyroid","170","0.00 (0.00, 2.21)","252","0.40 (0.07, 2.21)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Head and neck","Other head and neck","170","0.59 (0.10, 3.26)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Upper GI","Oesophagus","170","0.00 (0.00, 2.21)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Upper GI","Stomach","170","0.00 (0.00, 2.21)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Lower GI","Anal","170","1.76 (0.60, 5.06)","252","1.19 (0.41, 3.44)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Lower GI","Colon","170","8.24 (4.97, 13.3)","252","7.14 (4.57, 11.0)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Lower GI","Rectum","170","5.29 (2.81, 9.75)","252","1.98 (0.85, 4.56)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Lower GI","Small intestine","170","0.00 (0.00, 2.21)","252","0.40 (0.07, 2.21)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","HPB","Liver","170","0.59 (0.10, 3.26)","252","0.40 (0.07, 2.21)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","HPB","Pancreas","170","0.00 (0.00, 2.21)","252","2.38 (1.10, 5.10)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","HPB","Other HPB","170","0.00 (0.00, 2.21)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Respiratory","Lung","170","6.47 (3.65, 11.2)","252","6.35 (3.95, 10.1)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Respiratory","Mesothelioma","170","0.00 (0.00, 2.21)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Urological","Bladder","170","4.12 (2.01, 8.25)","252","3.97 (2.17, 7.15)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Urological","Kidney","170","3.53 (1.63, 7.49)","252","2.38 (1.10, 5.10)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Urological","Ureteric and other urinary","170","1.18 (0.32, 4.19)","252","0.40 (0.07, 2.21)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Haematological","Acute leukaemia","170","0.59 (0.10, 3.26)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Haematological","Chronic lymphocytic leukaemia","170","0.00 (0.00, 2.21)","252","0.40 (0.07, 2.21)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Haematological","Hodgkin lymphoma","170","0.59 (0.10, 3.26)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Haematological","Multiple myeloma","170","2.35 (0.92, 5.89)","252","1.19 (0.41, 3.44)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Haematological","Non-Hodgkin lymphoma","170","4.71 (2.40, 9.01)","252","1.98 (0.85, 4.56)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Haematological","Other haematological","170","0.00 (0.00, 2.21)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","CNS","CNS","170","0.59 (0.10, 3.26)","252","0.40 (0.07, 2.21)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Sarcoma","Bone sarcoma","170","1.18 (0.32, 4.19)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Sarcoma","Connective and soft tissue sarcoma","170","0.59 (0.10, 3.26)","252","1.59 (0.62, 4.01)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Skin","Melanoma","170","0.59 (0.10, 3.26)","252","0.40 (0.07, 2.21)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Ocular","Ocular","170","0.00 (0.00, 2.21)","252","0.00 (0.00, 1.50)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Breast","Breast","170","0.00 (0.00, 2.21)","252","1.59 (0.62, 4.01)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Gynaecological","Cervix","170","-","252","5.16 (3.04, 8.62)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Gynaecological","Ovary","170","-","252","31.3 (25.9, 37.3)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Gynaecological","Uterus","170","-","252","19.8 (15.4, 25.2)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Gynaecological","Vulva/Vagina","170","-","252","0.79 (0.22, 2.85)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Prostate and other male organs","Penile","170","0.00 (0.00, 2.21)","252","-"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Prostate and other male organs","Prostate","170","51.8 (44.3, 59.2)","252","-"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Prostate and other male organs","Testicular","170","1.76 (0.60, 5.06)","252","-"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Other malignant neoplasms","Other malignant neoplasms","170","0.00 (0.00, 2.21)","252","0.79 (0.22, 2.85)"
"Lower abdominal","Lower abdominal - Pelvic pain (Men=170, Women=252)","Unknown primary","Unknown primary","170","3.53 (1.63, 7.49)","252","7.54 (4.88, 11.5)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Head and neck","Larynx","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Head and neck","Oral cavity","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Head and neck","Oropharynx","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Head and neck","Thyroid","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Head and neck","Other head and neck","1140","0.09 (0.02, 0.50)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Upper GI","Oesophagus","1140","0.96 (0.54, 1.72)","864","0.46 (0.18, 1.18)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Upper GI","Stomach","1140","1.75 (1.14, 2.69)","864","1.85 (1.14, 2.99)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Lower GI","Anal","1140","3.60 (2.66, 4.84)","864","11.5 (9.50, 13.8)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Lower GI","Colon","1140","38.1 (35.3, 40.9)","864","35.4 (32.3, 38.7)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Lower GI","Rectum","1140","44.5 (41.6, 47.4)","864","38.7 (35.5, 41.9)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Lower GI","Small intestine","1140","0.35 (0.14, 0.90)","864","0.69 (0.32, 1.51)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","HPB","Liver","1140","0.88 (0.48, 1.61)","864","0.46 (0.18, 1.18)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","HPB","Pancreas","1140","0.79 (0.42, 1.49)","864","1.39 (0.80, 2.41)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","HPB","Other HPB","1140","0.26 (0.09, 0.77)","864","0.23 (0.06, 0.84)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Respiratory","Lung","1140","0.88 (0.48, 1.61)","864","1.04 (0.55, 1.97)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Respiratory","Mesothelioma","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Urological","Bladder","1140","0.18 (0.05, 0.64)","864","0.12 (0.02, 0.65)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Urological","Kidney","1140","0.88 (0.48, 1.61)","864","0.93 (0.47, 1.82)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Urological","Ureteric and other urinary","1140","0.09 (0.02, 0.50)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Haematological","Acute leukaemia","1140","0.26 (0.09, 0.77)","864","0.12 (0.02, 0.65)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Haematological","Chronic lymphocytic leukaemia","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Haematological","Hodgkin lymphoma","1140","0.09 (0.02, 0.50)","864","0.12 (0.02, 0.65)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Haematological","Multiple myeloma","1140","0.53 (0.24, 1.14)","864","0.23 (0.06, 0.84)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Haematological","Non-Hodgkin lymphoma","1140","0.96 (0.54, 1.72)","864","0.81 (0.39, 1.66)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Haematological","Other haematological","1140","0.18 (0.05, 0.64)","864","0.12 (0.02, 0.65)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","CNS","CNS","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Sarcoma","Bone sarcoma","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Sarcoma","Connective and soft tissue sarcoma","1140","0.00 (0.00, 0.34)","864","0.58 (0.25, 1.35)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Skin","Melanoma","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Ocular","Ocular","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Breast","Breast","1140","0.00 (0.00, 0.34)","864","0.00 (0.00, 0.44)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Gynaecological","Cervix","1140","-","864","0.23 (0.06, 0.84)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Gynaecological","Ovary","1140","-","864","1.97 (1.23, 3.13)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Gynaecological","Uterus","1140","-","864","1.85 (1.14, 2.99)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Gynaecological","Vulva/Vagina","1140","-","864","0.12 (0.02, 0.65)"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Prostate and other male organs","Penile","1140","0.00 (0.00, 0.34)","864","-"
"Lower abdominal","Lower abdominal - Rectal bleeding (Men=1140, Women=864)","Prostate and other male organs","Prostate","1140","3.51 (2.59, 4.74)","864","-"
